Nombre Estacion	Provincia	Fecha	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	random
Pilar	Cordoba	10202	24,1	18	1010,9	972,7	14,3	3,2	5,1	34,5	16,9	0	1	0	0	0,644862845
Formosa_Aero	Formosa	10813	14,3	7,5	1017,5	1010,4	13,5	6,7	10,3	16,4	9	0	1	0	0	0,606086954
Laboulaye_Aero	Cordoba	10521	9,5	6,6	1018	1001,4	7,9	1,6	3,1	17,7	1,5	1	0	0	0	0,614476305
San_Martin_Mza	Mendoza	10425	20,6	11,8	1009,7	936,4	15	2,5	5,1	29,7	15	0	0	0	0	0,448115483
Mar_Del_Plata_Aero	Buenos_Aires	11015	16,1	9,6	1017,3	1014,8	10	2,9	6,2	23	8	0	0	0	0	0,281140087
Bahia_Blanca_Aero	Buenos_Aires	10718	4,7	2,4	1021,7	1011,3	10,3	8,2	11,3	11,2	1,2	0	1	0	0	0,147097006
Mar_Del_Plata_Aero	Buenos_Aires	11102	13,8	11,8	1012,8	1010,3	6,1	4,9	8,8	18,3	12	0	1	0	0	0,655082553
Sauce_Viejo_Aero	Santa_Fe	10411	19,6	17,6	1006,7	1004,5	9	4,1	7,7	25,5	17,2	0	1	0	0	0,344389422
Laboulaye_Aero	Cordoba	10424	21,3	15,3	1015,8	999,9	9	4,2	8,2	29	16	0	0	0	0	0,058680915
San_Martin_Mza	Mendoza	10523	10,8	4,3	1018,1	941,8	15	1,8	2,6	20,4	5,4	0	0	0	0	0,202048563
Ceres_Aero	Santa_Fe	10510	21,3	13,1	1009,8	999,5	10,5	4,8	7,2	31	12,2	0	0	0	0	0,85447222
Iguazu_Aero	Misiones	10412	21,5	20,9	1008,2	977,4	10,5	3,4	6,2	29,8	19	0	1	0	0	0,178626813
Trelew_Aero	Chubut	10310	15,5	4,1	1008,9	1003,7	29,9	3,8	6,2	23	10	0	0	0	0	0,929216201
Iguazu_Aero	Misiones	10323	22,2	18,9	1013,9	982,9	13,5	1,6	4,1	30	16	0	0	0	0	0,003672943
San_Juan_Aero_II	San_Juan	10812	8,7	-1,9	1017,4	947	12,9	8	16,5	21,6	0,2	0	0	0	0	0,778771223
La_Rioja_Aero	La_Rioja	10415	24,2	12,5	1014,4	965,8	20	1,4	3,1	30,5	12	0	0	0	0	0,756405638
Marcos_Juarez_Aero	Cordoba	10806	12,7	-0,3	1018,8	1005	20	5,3	11,8	23,5	3,2	0	0	0	0	0,35106666
Ushuaia_Aero_II	Ushuaia	11020	-1,3	-3	985,9	978,9	2,7	8,5	14,9	6,1	-5	0	0	1	0	0,631753512
Presidencia_R_S_Penia_Aero	Chaco	10401	26,8	20,9	1008,7	998,2	20	4,7	7,2	35,6	22,2	0	0	0	0	0,500330747
San_Antonio_Oeste_Aero	Rio_Negro	10225	15,2	5,2	1023,6	1021,2	29,9	8,5	12,3	18	9,3	0	0	0	0	0,51591549
Gualeguaychu_Aero	Entre_Rios	10415	20,3	11,7	1015,8	1013	15	3,4	5,1	26,8	12,2	0	0	0	0	0,999668498
Ushuaia_Aero_II	Ushuaia	10604	3,6	1,3	1001,5	994,4	17,5	1,6	3,1	5,1	2	0	0	0	0	0,975219916
San_Juan_Aero_II	San_Juan	10814	7,8	-1,7	1029,3	957,5	14,2	2,9	7,2	18,9	-3	0	0	0	0	0,339301565
San_Julian_Aero	Santa_Cruz	10907	7,9	3,7	1000,7	993,1	28	6,3	9,3	15	2,2	0	0	0	0	0,761440567
Paso_De_Los_Libres_Aero	Corrientes	10926	15,3	7,7	1020,1	1011,7	11,7	5,5	8,2	24	8,8	0	0	0	0	0,808576716
San_Antonio_Oeste_Aero	Rio_Negro	11029	13,7	10,4	1017,7	1015,2	22	6,6	8,2	26,4	11,9	0	0	0	0	0,487518192
San_Rafael_Aero	Mendoza	10108	23,8	10,9	1007	925,1	20	3,3	6,2	34	16	0	1	0	0	0,53099469
San_Luis_Aero	San_Luis	10829	20,8	-2,7	1011,3	931,5	20	5,2	9,3	30,3	11,6	0	0	0	0	0,769803678
Gualeguaychu_Aero	Entre_Rios	10302	23,2	18,8	1004,7	1002,1	13,7	6,5	8,7	31,3	19,3	0	1	0	0	0,873987391
Trelew_Aero	Chubut	11016	17,8	5,6	1018,1	1013,1	29,9	5,1	9,3	29,2	14	0	0	0	0	0,336499682
Presidencia_R_S_Penia_Aero	Chaco	10127	24,4	16,3	1013,5	1002,7	20	2,6	3,6	31,8	17,2	0	0	0	0	0,788224258
Rosario_Aero	Santa_Fe	11019	24,3	14,3	1007,9	1005	13,7	3,9	6,7	32	15,7	0	1	0	0	0,382347685
Junin_Aero	Buenos_Aires	11016	21,9	14,3	1016,2	1006,8	11,1	4,9	6,7	30,9	13,9	0	1	0	0	0,851512309
Viedma_Aero	Rio_Negro	10227	20,3	8	1013,4	1012,6	29,9	4,8	11,3	29,6	11	0	0	0	0	0,686851534
Concordia_Aero	Entre_Rios	11102	19,9	19,1	1009,1	1004,6	6	4,3	7,2	30,6	18,2	0	1	0	0	0,762524499
Mendoza_Aero	Mendoza	10204	26,9	13,3	1006,1	929,6	11,7	1,4	4,1	36	19	0	0	0	0	0,649977453
Corrientes_Aero	Entre_Rios	11006	17,6	9,2	1020,3	1012,9	9,8	3,8	6,7	25	10,5	0	0	0	0	0,935672445
Dolores_Aero	Buenos_Aires	10801	9,4	7,7	1016,9	1015,9	9	4,4	5,1	12,2	8,6	0	1	0	0	0,428446836
Rio_Gallegos_Aero	Santa_Cruz	10506	7,3	-0,6	996,8	994,6	17,4	13,6	19,5	13,6	5	0	0	0	0	0,6902059
Ezeiza_Aero	Buenos_Aires	10410	17,9	13,1	1017	1014,6	9,5	4,4	6,2	24,3	14	0	1	0	0	0,490140845
Tucuman_Aero_II	Tucuman	10613	20,2	15,3	1013,1	962,1	8,4	2,7	4,6	26	15,7	0	0	0	0	0,341766376
Oran_Aero	Salta	10113	28,6	22,5	1006	966,5	10,5	1,6	2,1	33,5	23,7	0	0	0	0	0,026914618
Azul_Aero	Buenos_Aires	10316	9,7	4,5	1027,4	1009,3	14,2	1,4	2,6	17,9	0,9	0	0	0	0	0,398940542
San_Antonio_Oeste_Aero	Rio_Negro	10410	20	7,5	1009,6	1007,2	29,9	7,4	11,3	29,4	11,3	0	0	0	0	0,643006294
Corrientes_Aero	Entre_Rios	10422	22,9	17	1017,9	1010,6	9,8	2,4	4,6	29,5	16,8	0	0	0	0	0,772789492
Cordoba_Aero	Cordoba	10512	14,5	2,8	1016,2	958,4	10,8	2,6	4,1	24	5,5	0	0	0	0	0,71640911
Ceres_Aero	Santa_Fe	11022	22	6,6	1010,3	1000,1	13,2	5,8	8,2	31,6	12,2	0	0	0	0	0,18050428
Ceres_Aero	Santa_Fe	10515	12,7	8,3	1017,8	1007,3	8	6,4	10,3	26,2	9,4	0	1	0	0	0,257392559
Villa_Reynolds_Aero	San_Luis	10809	6,1	-7,3	1029,3	970,4	15	2,6	5,1	14,4	-2	0	0	0	0	0,114996326
Bahia_Blanca_Aero	Buenos_Aires	10912	8,8	8,4	1016,3	1006,2	6,1	6,9	11,3	20,2	6,2	1	1	0	0	0,088120835
Dolores_Aero	Buenos_Aires	10624	3,5	-0,8	1024,9	1023,7	10	1,3	2,1	12,3	-3,7	0	0	0	0	0,581302593
Tartagal_Aero	Salta	10402	20,7	17,6	1008,9	959	7,6	4,1	7,2	33,9	18,6	0	1	0	0	0,202315133
San_Antonio_Oeste_Aero	Rio_Negro	10828	15,1	0,8	1013,1	1010,7	29,9	7,8	12,4	23	6,5	0	0	0	0	0,623870711
Santa_Rosa_Aero	La_Pampa	10225	16,6	7,5	1017,7	995,2	11,1	5,7	9,3	27,8	8,6	0	0	0	0	0,137206337
Laboulaye_Aero	Cordoba	10814	5,2	-5,8	1031,5	1014,3	9,5	3,4	8,2	16,7	-6,6	0	0	0	0	0,353171669
Presidencia_R_S_Penia_Aero	Chaco	10608	21,6	15,8	1019,3	1008,5	20	2,6	4,1	29	13,3	0	0	0	0	0,911964554
La_Plata	Buenos_Aires	10209	25,4	18,9	1012,2	1009,6	10	4,5	6,7	30,5	19,5	0	0	0	0	0,705989428
Viedma_Aero	Rio_Negro	10315	11,2	6,8	1025,7	1024,8	26,4	2,6	4,1	13,6	5,8	0	1	0	0	0,928382605
Esquel_Aero	Chubut	10503	9,2	7	1008,3	916,2	16,9	2,4	4,6	13,3	3,7	0	1	0	0	0,457433016
Ezeiza_Aero	Buenos_Aires	10104	26,3	17,1	1014,1	1011,8	10,5	3,8	6,7	32	19,6	0	0	0	0	0,998413267
Tucuman_Aero_II	Tucuman	10812	14,4	-0,6	1010,1	958,1	6,4	4,3	6,2	24,3	6,7	0	0	0	0	0,292928437
Comodoro_Rivadavia_Aero	Chubut	10309	16,9	6,2	997,5	992,1	16,7	7,1	12,9	24	13	0	1	0	0	0,391935923
Presidencia_R_S_Penia_Aero	Chaco	10818	13,9	5,3	1019,2	1008,1	12,1	2,7	5,7	26,4	5,6	0	0	0	0	0,133046842
Mar_Del_Plata_Aero	Buenos_Aires	10814	4,2	-3,1	1029,1	1026,5	9,5	3	6,2	12	-3,3	0	0	0	0	0,018170331
Rio_Gallegos_Aero	Santa_Cruz	10103	13,5	1,2	999,8	997,5	17,7	7,9	13,9	20	6,3	0	0	0	0	0,530298211
Santa_Rosa_Aero	La_Pampa	10421	19,5	11,7	1015,7	993,4	29,9	5,4	7,7	28,6	11,4	0	0	0	0	0,651518737
Bahia_Blanca_Aero	Buenos_Aires	10105	23,1	16,2	1008,5	998,9	12,1	3,1	7,2	33,2	17,8	0	1	0	0	0,405191585
Chamical_Aero	La_Rioja	10527	14,7	8,3	1007,2	953,6	20,8	1,4	2,1	22,2	7	0	0	0	0	0,598875128
Dolores_Aero	Buenos_Aires	10122	22,6	17,3	1020,1	1019	10	4,2	7,2	26,9	18	0	0	0	0	0,861353047
San_Antonio_Oeste_Aero	Rio_Negro	10720	4,5	-5,6	1010,8	1008,2	29,9	10,3	12,3	10,7	-4,9	0	0	0	0	0,937565594
Bahia_Blanca_Aero	Buenos_Aires	10710	7,5	5,7	1016,2	1006	15	4	8,2	11,7	3	0	0	0	0	0,050581093
Bahia_Blanca_Aero	Buenos_Aires	10809	4,4	-3,1	1025,9	1015,5	17,5	2,8	5,1	13,6	-2,8	0	0	0	0	0,90788681
Neuquen_Aero	Neuquen	10909	19,4	5,1	1003,6	972,5	10,5	4	17	33,8	10	0	0	0	0	0,63583343
Neuquen_Aero	Neuquen	11108	17,1	2,3	1013,1	981,2	16,1	2,5	8,8	26	7,4	0	0	0	0	0,58258581
Neuquen_Aero	Neuquen	10627	9,7	3,7	1006	973,6	12,1	1,5	4,1	16	5,2	0	0	0	0	0,071895437
San_Antonio_Oeste_Aero	Rio_Negro	11022	13,3	-1,6	1008	1005,6	29,9	3,7	4,1	19,6	3,6	0	0	0	0	0,550781022
Ushuaia_Aero_II	Ushuaia	11023	5,9	1,3	1001,7	994,7	15,6	15	20,6	9	2,1	0	0	0	0	0,656155241
Tucuman_Aero_II	Tucuman	10423	21,3	14,5	1014,5	963,6	11,4	2,7	4,1	31	14	0	0	0	0	0,525199599
San_Juan_Aero_II	San_Juan	10611	12,2	0,8	1017,5	947,6	13,5	1,8	4,1	22,8	0,9	0	0	0	0	0,027756903
Resistencia_Aero	Chaco	10605	18,1	13,9	1014,4	1008,2	9,7	2,7	6,2	27	10	1	0	0	0	0,939857772
Esquel_Aero	Chubut	10314	6,1	-2,6	1024,8	930,4	29,9	1,6	3,1	13,3	-2	0	0	0	0	0,852106666
Viedma_Aero	Rio_Negro	10201	25,7	11,4	1001,4	1000,6	29,9	7,3	9,3	39,4	18	0	0	0	0	0,908951828
Formosa_Aero	Formosa	10612	21,3	18,1	1018	1011	10,1	2	3,6	28	14,7	1	0	0	0	0,952572485
Cordoba_Aero	Cordoba	10318	14,9	9,9	1022,4	964,3	10,9	1,9	5,1	21	7,7	0	0	0	0	0,94329599
San_Martin_Mza	Mendoza	10508	14,1	4,6	1012	937	15	2,1	3,1	24,5	6,7	0	0	0	0	0,441072754
Rosario_Aero	Santa_Fe	11026	18,1	13,7	1015	1011,9	10,1	2,9	7,7	25	13	0	1	0	0	0,907275523
Reconquista_Aero	Santa_Fe	10225	24	18,6	1011,4	1005,3	11,7	5,1	6,7	33,5	20,1	0	1	0	0	0,980491005
Laboulaye_Aero	Cordoba	10314	12,2	9,8	1022,5	1006	9,2	0,9	4,1	18,5	10,3	0	1	0	0	0,604484064
Presidencia_R_S_Penia_Aero	Chaco	10922	15,8	7,8	1015,5	1004,6	20	9,2	12,3	28,6	11	0	0	0	0	0,616451389
Chamical_Aero	La_Rioja	10123	31,4	16,8	1008,9	957,5	24,1	1,1	3,1	37,5	22,5	0	0	0	0	0,425059586
Corrientes_Aero	Entre_Rios	11013	22,2	18,6	1012,6	1005,3	7,7	1,4	3,6	28	16,8	1	0	0	0	0,494827824
Dolores_Aero	Buenos_Aires	10117	22	17,9	1013,3	1012,3	9	2,5	7,2	30,2	17,8	0	1	0	0	0,268999504
La_Rioja_Aero	La_Rioja	10817	15,3	4,3	1020,8	970,3	11,3	2	2,6	22,8	3	0	0	0	0	0,450948544
Esquel_Aero	Chubut	10514	0,4	-2,1	1018,4	923,3	12,4	4,7	8,2	7,3	-2	0	0	1	0	0,835948887
Cordoba_Aero	Cordoba	10406	16,6	7,9	1011,2	954,5	10,6	5	11,8	29	10,9	0	0	0	0	0,808719383
Tandil_Aero	Buenos_Aires	11004	13,2	9,5	1022,2	1001,2	17,5	3,3	5,7	18,2	9,2	0	0	0	0	0,62264947
Bahia_Blanca_Aero	Buenos_Aires	10423	19,5	12,3	1019,4	1009,5	15	3,2	5,1	29,6	11,9	0	0	0	0	0,655350559
San_Antonio_Oeste_Aero	Rio_Negro	10420	16,7	10,1	1016,9	1014,4	26,1	3	9,3	25,1	8,1	0	0	0	0	0,770502881
Pilar	Cordoba	10306	21,7	13,3	1008	969,4	16,3	2,8	4,1	30,7	14,6	0	0	0	0	0,900846172
Tartagal_Aero	Salta	11005	21,9	7,8	1013,2	964,9	8	3,8	6,2	30,3	12	0	0	0	0	0,363528962
Rio_Cuarto_Aero	Cordoba	10501	17,7	15	1010,1	961,7	11,7	6,4	9,3	23,5	13,3	0	0	0	0	0,649326346
Mendoza_Aero	Mendoza	10613	14,9	1,1	1014,6	934,5	11,9	0,9	2,1	24	7,6	0	0	0	0	0,963721883
Mendoza_Aero	Mendoza	10306	24,4	10	1002,6	925,7	11,6	1,5	3,6	32	16,8	0	0	0	0	0,938474032
Iguazu_Aero	Misiones	10912	23,9	15,6	1011	980,2	20	2,8	7,2	34,1	15	0	0	0	0	0,339220047
Ushuaia_Aero_II	Ushuaia	11111	6,7	1,2	976,9	970,1	16,7	5,3	12,4	9	4	0	1	0	0	0,06026705
Marcos_Juarez_Aero	Cordoba	10228	21,2	14,5	1012	998,7	20	6,5	10,8	29,2	13,7	0	0	0	0	0,048137229
General_Pico_Aero	La_Pampa	11109	20,4	14,8	1007,8	991,1	15,4	5,1	7,7	27,6	14	0	1	0	0	0,040716445
San_Rafael_Aero	Mendoza	10816	10,2	-2,2	1024,9	937,7	20	2,1	3,1	23,4	2,5	0	0	0	0	0,290347699
La_Plata	Buenos_Aires	10523	13	12,3	1019,9	1017,1	3,7	1,6	2,6	15,3	8,9	1	0	0	0	0,362079463
La_Plata	Buenos_Aires	11009	19,6	12,8	1015,7	1012,9	9,5	5,3	11,8	23,9	15,2	0	1	0	0	0,576260744
Ceres_Aero	Santa_Fe	11102	20,8	13,1	1014,2	1003,9	17,5	6,7	8,8	24,5	17,1	0	1	0	0	0,059990414
Ceres_Aero	Santa_Fe	11113	23,8	13,8	1012,4	1002,2	10	5,8	8,2	31,6	17,4	0	0	0	0	0,648837759
San_Julian_Aero	Santa_Cruz	10303	16,9	9,1	1020,6	1013,1	29,9	4,4	6,2	22	7,9	0	0	0	0	0,539086541
Chamical_Aero	La_Rioja	10430	21,4	11,1	1011,8	959,3	20	1,4	2,1	27,3	15,5	0	0	0	0	0,804404381
Pilar	Cordoba	10610	14	10	1018,8	978,8	13,2	1,9	3,1	23,4	6,5	0	0	0	0	0,408606124
Ezeiza_Aero	Buenos_Aires	10728	10,2	6,6	1021,9	1019,5	4,3	0,9	3,1	19,6	2	1	0	0	0	0,204289305
Cordoba_Aero	Cordoba	10720	6,2	-6,3	1013	953,5	10	4,7	9,3	13	-1,8	0	0	0	0	0,355482597
San_Antonio_Oeste_Aero	Rio_Negro	10718	3	-3,4	1026,8	1024,3	26,1	8,1	14,4	8,1	-0,2	0	1	0	0	0,478259131
Villa_Dolores_Aero	Cordoba	10307	25,6	12,6	1006,8	943,8	29,9	4,1	6,7	33,8	17	0	0	0	0	0,303129691
Corrientes_Aero	Entre_Rios	10415	18,9	12,8	1018,3	1010,9	8,5	1,1	3,1	27	11,8	0	0	0	0	0,589046528
Azul_Aero	Buenos_Aires	10427	17,1	15,4	1016,1	998,7	8,7	6,3	7,2	26,1	11,9	0	1	0	0	0,709500531
San_Luis_Aero	San_Luis	10502	19,3	15,6	1008,9	929,1	20	4,4	9,3	25,5	16	0	0	0	0	0,290422065
Comodoro_Rivadavia_Aero	Chubut	10102	20	7,8	1008,8	1003,4	20	4,1	7,2	33,9	11	0	0	0	0	0,561508133
San_Juan_Aero_II	San_Juan	10914	9,2	-2,3	1021,7	950,9	15	4,9	9,3	14,5	5,8	0	0	0	0	0,452438537
Laboulaye_Aero	Cordoba	10518	9,2	5,1	1022	1005,2	10	5,4	7,2	16,9	-0,1	0	1	0	0	0,527279541
Ushuaia_Aero_II	Ushuaia	11024	8,5	2,6	1004	997	15,4	14	19,6	11	5,6	0	0	0	0	0,411899679
Trelew_Aero	Chubut	11009	16,6	-3,2	1010,1	1005	28,8	6,7	10,3	27,4	9,2	0	0	0	0	0,498385614
Rosario_Aero	Santa_Fe	10317	16	8,7	1025,8	1022,8	12,1	4,3	6,7	21	10,6	0	0	0	0	0,165065696
General_Pico_Aero	La_Pampa	10606	8,6	-0,2	1019,9	1002,4	18,8	4	6,7	21,5	1	0	0	0	0	0,429466077
La_Plata	Buenos_Aires	10613	19,1	16,5	1014,3	1011,5	8,9	2,8	4,1	22,6	16	0	0	0	0	0,978844437
Posadas_Aero	Misiones	10818	17	9,7	1021,3	1006,4	20	2,2	5,1	25	11,9	0	0	0	0	0,424880769
Viedma_Aero	Rio_Negro	10608	6,7	-5,3	1020,6	1019,7	29,9	4,4	8,2	15,9	-2,6	0	0	0	0	0,371259439
Tandil_Aero	Buenos_Aires	10524	11,2	6,4	1018,2	997,1	17,5	5,1	8,2	15,9	1,1	0	0	0	0	0,619200287
Ceres_Aero	Santa_Fe	10427	25,3	16,9	1009,1	999	12,9	6,6	7,7	34,2	16	0	0	0	0	0,546630412
La_Plata	Buenos_Aires	10415	18,3	9,1	1014,6	1011,9	10	4,2	7,7	24,4	10,5	0	0	0	0	0,300745731
Presidencia_R_S_Penia_Aero	Chaco	10506	17,6	10,8	1017,8	1006,8	16,6	2,1	4,1	27,8	9	0	0	0	0	0,590701545
Posadas_Aero	Misiones	10318	21,9	16,5	1016	1001,3	13,5	3	5,1	28	16,7	0	1	0	0	0,778713169
Tucuman_Aero_II	Tucuman	10809	11,8	-2,3	1026,5	973,6	6,8	3,3	6,2	18,8	9,3	0	0	0	0	0,193062251
Gualeguaychu_Aero	Entre_Rios	10819	18,1	9,9	1016,8	1014	12,6	4,8	7,2	25,4	7,4	0	0	0	0	0,176648757
Azul_Aero	Buenos_Aires	10902	11,7	4,9	1015,8	998,1	16,3	3,9	6,2	26,2	5,7	0	1	0	0	0,219220455
Paso_De_Los_Libres_Aero	Corrientes	10726	10,8	5,6	1026,7	1018,1	10,6	4,5	6,2	19,2	4	0	0	0	0	0,688261652
Villa_Reynolds_Aero	San_Luis	10823	1,9	-7,4	1026	966,3	14,3	4,6	12,3	11	-5,7	0	0	0	0	0,14657326
Laboulaye_Aero	Cordoba	10409	16,9	7,7	1015,6	999,4	10	4	8,7	26,3	9	0	0	0	0	0,769996335
Trelew_Aero	Chubut	10922	8,8	-1	1029,1	1023,7	29,9	4,6	9,3	14,3	2,9	0	0	0	0	0,991031429
Ushuaia_Aero_II	Ushuaia	10619	0,6	-2,8	989	981,9	10,3	8,1	14,4	5	-2,3	0	1	1	0	0,280755713
Santa_Rosa_Aero	La_Pampa	10528	13,1	6,6	1000,8	978,2	21,2	4,4	9,8	18,5	6,2	0	0	0	0	0,385804301
San_Julian_Aero	Santa_Cruz	10712	10,6	-0,5	994,1	986,8	29,9	10,3	12,9	12,4	3,6	0	0	0	0	0,525269838
Concordia_Aero	Entre_Rios	10829	15,5	3,2	1020,7	1016,1	15	4,1	7,7	23,6	8,3	0	0	0	0	0,272018259
Junin_Aero	Buenos_Aires	10111	25,2	16,3	1014,5	1005,2	13,5	6,4	8,2	33,2	17,6	0	0	0	0	0,111057043
San_Rafael_Aero	Mendoza	10912	8,9	4,1	1015,2	928,8	20	3,9	6,7	22	5,5	0	0	0	0	0,053587628
El_Bolson	Rio_Negro	10908	11,9	7,4	1008,4	968,7	17,5	6,9	11,8	15,5	5	0	1	0	0	0,534225641
Iguazu_Aero	Misiones	10325	21,2	18,8	1011	979,8	8,7	2,3	4,1	29	16,8	1	0	0	0	0,752102235
San_Rafael_Aero	Mendoza	10520	10,3	4,7	1019,3	932,2	20	3,1	5,1	17,8	4,3	0	0	0	0	0,149430869
Azul_Aero	Buenos_Aires	11104	13,6	9,2	1019,8	1002,2	15,6	4,5	6,7	24,8	6,1	0	0	0	0	0,238909118
Viedma_Aero	Rio_Negro	10602	9,8	4,5	1011,6	1010,7	28,3	4,7	7,2	17,5	3,3	0	1	0	0	0,442447813
Concordia_Aero	Entre_Rios	10720	6,8	4,1	1013,2	1008,5	14	1,1	2,6	10,8	3	0	1	0	0	0,004555336
Iguazu_Aero	Misiones	10114	25,7	20,3	1010,5	979,9	13,7	2,4	4,1	32,2	18	0	0	0	0	0,49931499
Pilar	Cordoba	10319	17,3	11,7	1018,7	979,2	20	0,4	1	22,4	11,9	0	0	0	0	0,95125235
Sauce_Viejo_Aero	Santa_Fe	10827	7,5	-2,3	1028,2	1026	12,1	2,7	5,1	16,9	-2,4	0	0	0	0	0,950290739
Santiago_Del_Estero_Aero	Santiago_del_Estero	10923	11,4	-0,1	1029,2	1005	12,1	1,2	3,1	21,4	1,2	0	0	0	0	0,82241121
Cordoba_Aero	Cordoba	10609	12,9	7,2	1017,9	959,7	9,7	1,2	2,6	19	6,8	0	1	0	0	0,356928104
Rio_Gallegos_Aero	Santa_Cruz	11007	11,8	1,9	1002,9	1000,7	20,3	3,2	6,7	20	5,5	0	1	0	0	0,102490139
Concordia_Aero	Entre_Rios	10522	11,6	10,9	1019,6	1014,9	5,1	2,1	4,1	14	8	0	1	0	0	0,379946834
Rio_Gallegos_Aero	Santa_Cruz	10531	2,2	0,4	981,3	979,2	16,9	2,5	4,1	7,4	-0,7	0	0	0	0	0,687645699
Comodoro_Rivadavia_Aero	Chubut	11023	10,1	-0,1	1014,4	1008,7	21,4	5,1	8,2	17	0,5	0	0	0	0	0,584224257
Formosa_Aero	Formosa	10227	22,9	13,1	1014,5	1007,6	13,4	3	7,2	30	16,1	0	0	0	0	0,501927667
Tucuman_Aero_II	Tucuman	10130	27,9	19,9	1007,4	957,9	11,3	3,6	7,7	34	12,3	0	1	0	0	0,883268674
Bahia_Blanca_Aero	Buenos_Aires	10209	28,9	13,6	1008,5	999,1	15	7,1	9,3	36,7	22,2	0	0	0	0	0,369366696
Paso_De_Los_Libres_Aero	Corrientes	11105	19,3	13,1	1017,5	1009,2	11,7	6,3	7,7	25,3	13,6	0	0	0	0	0,329585823
Sauce_Viejo_Aero	Santa_Fe	10123	28,3	20,7	1010,8	1008,7	11,4	2,1	4,6	33,1	23,3	0	1	0	0	0,03371834
General_Pico_Aero	La_Pampa	10410	17,2	12,3	1011,2	994,3	18,8	4,4	6,7	26,5	13,2	0	1	0	0	0,387358565
San_Luis_Aero	San_Luis	10209	27,2	14,8	1005,1	927,5	20	4,1	5,7	34,5	21,7	0	0	0	0	0,605492458
Bahia_Blanca_Aero	Buenos_Aires	10224	19,1	10,7	1007,7	998	13,2	4,6	11,3	27,9	11,8	0	1	0	0	0,513416019
Azul_Aero	Buenos_Aires	11024	9,5	4,3	1024,4	1006,4	14,2	3,4	4,6	17,9	0,2	0	0	0	0	0,254783032
Monte_Caseros_Aero	Corrientes	10923	11,6	5,8	1026,3	1019,7	20	8,5	10,8	18,3	8,9	0	0	0	0	0,656057024
Mar_Del_Plata_Aero	Buenos_Aires	10727	9,5	5,2	1021,5	1018,9	9,5	4,1	5,7	16	5,2	0	0	0	0	0,62844076
Santa_Rosa_Aero	La_Pampa	11109	16,8	11,5	1009,6	987,3	21,2	5,4	11,8	27,3	12	0	1	0	0	0,636463538
Ceres_Aero	Santa_Fe	10817	12,2	-0,5	1025,8	1015,1	7,6	3,5	5,1	22,8	2,8	0	0	0	0	0,153454419
Marcos_Juarez_Aero	Cordoba	10113	24,9	17,2	1012,5	999,4	20	4	4,6	31,4	16,6	0	0	0	0	0,29066819
Santiago_Del_Estero_Aero	Santiago_del_Estero	10123	30	18,6	1009,3	986,9	15	2	7,2	38,2	20,6	0	0	0	0	0,866484548
La_Plata	Buenos_Aires	11106	19,9	12,7	1018,2	1015,5	10	6,5	9,3	24,8	14,8	0	0	0	0	0,210217712
Viedma_Aero	Rio_Negro	10802	8,6	6,4	1019,9	1019	29,9	0,9	1,5	13,6	5,5	0	0	0	0	0,789628082
Mar_Del_Plata_Aero	Buenos_Aires	10810	5,4	-0,8	1022,4	1019,8	8,4	5,1	10,8	14	-2	0	0	0	0	0,887072759
Mendoza_Aero	Mendoza	10416	20,3	8,7	1012,9	934,1	11,1	1,1	2,6	29	12,1	0	0	0	0	0,250550918
Bahia_Blanca_Aero	Buenos_Aires	11030	18,7	12	1013,5	1003,7	15	4,3	7,7	26	11,7	0	0	0	0	0,663266654
Azul_Aero	Buenos_Aires	10405	16,5	12,9	1004,1	986,7	9,5	2,3	3,6	23,9	9,9	1	1	0	0	0,795531904
Presidencia_R_S_Penia_Aero	Chaco	10504	22,7	17,6	1012,1	1001,5	20	4,5	5,7	32,8	19	0	0	0	0	0,449118572
Tartagal_Aero	Salta	10321	27,3	14,9	1009,6	959,4	10	1	2,1	30,2	15,8	0	0	0	0	0,039883347
Catamarca_Aero_II	Catamarca	10402	17,1	13,8	1014,8	962,4	15,3	2,4	4,6	20,5	13,4	0	1	0	0	0,261768453
Trelew_Aero	Chubut	11109	14,2	4,3	1015,2	1010	28,8	4,7	7,7	19,2	8,8	0	0	0	0	0,995227511
Rio_Gallegos_Aero	Santa_Cruz	11113	7,3	-6,3	1003,5	1001,2	22,4	7,7	11,3	15,3	-2,5	0	0	0	0	0,488196683
Villa_Reynolds_Aero	San_Luis	10714	8,8	-0,8	1021,8	964,1	15	1,5	5,1	15	-2,6	0	0	0	0	0,958533761
Villa_Reynolds_Aero	San_Luis	10112	27,7	18,7	1006,8	952,8	14,3	3,5	6,2	36	20	0	1	0	0	0,229341245
Esquel_Aero	Chubut	10321	7,8	-0,7	1017,1	924	29,9	4,7	6,7	13,6	3,4	0	0	0	0	0,390362987
Rosario_Aero	Santa_Fe	10924	8,9	3,2	1030,9	1027,8	9,2	2	4,1	16	1	1	0	0	0	0,75864529
